"loinc", "TFC", "TestName"
6629-0,SCH,Schistosoma Antibodies
5347-0,SCH,Schistosoma Antibodies
5348-8,SCL,Anti Scl 70
5348-8,SCL,Anti Scl 70
5348-8,SCL,Anti Scl 70
5348-8,SCL,Anti Scl 70
5348-8,SCL,Anti Scl 70
63044-2,SCOT,Salivary Continine
47527-7,SCYT,Surepath - Cytology
5133-4,SDNA,Streptococcal anti - DNase
5133-4,SDNA,Streptococcal anti - DNase
5133-4,SDNA,Streptococcal anti - DNase
41171-0,SDPD,Beta-CTX (crosslaps-serum-DPD)
41171-0,SDPD,Beta-CTX (crosslaps-serum-DPD)
53558-3,SEC,Culture Result
53558-3,SEC,Culture Result
5722-4,SEL,Stool Electolyte
25521-6,SEL,Stool Electolyte
25521-6,SEL,Stool Electolyte
5722-4,SELB,Selenium - Whole blood
25521-6,SELB,Selenium - Whole blood
5722-4,SELE,Selenium
25521-6,SELE,Selenium
25521-6,SELE,Selenium
5722-4,SELE,Selenium
LOC_ESO,SELL,Sellotape test
25521-6,SELR,Selenium in Red Cells
664-3,SEM,Microscopy
4463-6,SEMA,Semen Analysis
LOC_ESO,SEMA,Semen Analysis
LOC_ESO,SERC,Serotonin
56978-0,SERC,Serotonin
56978-0,SERC,Serotonin
24110-9,SERO,Serotonin
29247-4,SERO,Serotonin
LOC_ESO,SEXT,Sperm DNA Fragmentation (SCSA)
36916-5,SF1,Free Kappa Light Chains
36916-5,SF1,Free Kappa Light Chains
33944-0,SF2,Free Lambda Light Chains
33944-0,SF2,Free Lambda Light Chains
48378-4,SF3,Kappa/Lambda ratio
48378-4,SF3,Kappa/Lambda ratio
5649-9,SFLU,Fluoride (serum)
14732-2,SFOL,Serum folate
2324-2,SGGT,Gamma GT
24111-7,SGON,N.Gonorrhoeae(NAAT)swab
24111-7,SGON,N.Gonorrhoeae(NAAT)swab
24111-7,SGON,N.Gonorrhoeae(NAAT)swab
24111-7,SGON,N.Gonorrhoeae(NAAT)swab
4542-7,SHAP,Haptoglobin
13967-5,SHBG,Sex Hormone Binding Globulin
13967-5,SHBG,Sex Hormone Binding Globulin
13967-5,SHBG,Sex Hormone Binding Globulin
13967-5,SHBG,Sex Hormone Binding Globulin
13967-5,SHBG,Sex Hormone Binding Globulin
13967-5,SHBG,Sex Hormone Binding Globulin
45194-8,SHCG,Beta H.C.G. (Serum)
45194-8,SHCG,Beta H.C.G. (Serum)
22538-3,SHI1,Shigella dysentri 1 Ab's
22538-3,SHI2,Shigella dysentri 2 Ab's
22540-9,SHI3,Shigella sonnei Ab's
22539-1,SHI4,Shigella flexneri Ab's
19146-0,SHIC,Shigella identification
16130-7,SHS1,Herpes simplex type 1
16130-7,SHS1,Herpes simplex type 1
16131-5,SHS2,Herpes simplex type 2
16131-5,SHS2,Herpes simplex type 2
66877-2,SIC,Pemphigus
6864-3,SICK,Sickle Cell Screen
6864-3,SICK,Sickle Cell Screen
5734-9,SILV,Serum Silver
2494-3,SIOD,Iodine - Serum
29247-4,SIRL,Sirolimus
29247-4,SIRO,Sirolimus
29247-4,SIRO,Sirolimus
29247-4,SIRO,Sirolimus
29247-4,SIRO,Sirolimus
36916-5,SLC2,SLC2A1 sequencing
5356-1,SM,Anti Sm
26971-2,SM,Anti Sm
5356-1,SM,Anti Sm
5356-1,SM,Anti Sm
5356-1,SM,Anti Sm
5356-1,SM,Anti Sm
LOC_ESOGEN,SMA,Gene Test - SMA
LOC_ESOGEN,SMA,Gene Test - SMA
5358-7,SMAT,Smooth Muscle Ab Titre
5358-7,SMAT,Smooth Muscle Ab Titre
664-3,SMIC,Microscopy
LOC_ESO,SMIS,Misc serology sample
26971-2,SMM,Smooth Muscle Abs
48422-0,SOCB,Serum Oligoclonal bands
29775-4,SOMA,Somatostatin
49792-5,SOMA,Somatostatin
33455-7,SPAP,Appearance
6463-4,SPCO,Biochemistry Sample Comment
35729-3,SPCR,Result
35729-3,SPCS,C.trachomatis (NAAT) swab
35729-3,SPCS,C.trachomatis (NAAT) swab
35729-3,SPCS,C.trachomatis (NAAT) swab
21021-1,SPGR,Gram stain
648-6,SPGR,Gram stain
2755-7,SPH,pH value (stool)
LOC_ESOGEN,SPIN,Gene Test - SPINK
687-4,SPMU,Mycoplasma/Ureaplasma
5992-3,SPON,Sponataneous aggregation
35741-8,SPSA,Super Sensitive PSA
6460-0,SPUC,Culture & Sensitivity Report
6460-0,SPUC,Culture & Sensitivity Report
19145-2,SRNO,Analyser Serial No.
56479-9,SSOD,Superoxide Dismutase (RBC)
15374-2,SSUL,Serum sulphonylureas
6864-3,ST,Sample Type
5133-4,STAD,Anti-DNAseB
22568-0,STAO,Antistreptolysin O
25835-0,STD1,HIV 1/2 RNA
11259-9,STD2,HCV RNA
11259-9,STD2,HCV RNA
29610-3,STD3,HBV DNA
10718-5,STG1,Strongyloides ab's
8034-1,STGA,Strongyloides ab's (EIA)
8034-1,STGA,Strongyloides ab's (EIA)
49672-9,STPD,Streptococcus pneumonia DNA
57744-5,STRA,Striated muscle Ab's
57744-5,STRA,Striated muscle Ab's
57744-5,STRA,Striated muscle Ab's
57744-5,STRA,Striated muscle Ab's
LOC_ESO,STRE,Antistreptolysin
4039-4,STRP,Streptomycin assay
21582-2,STRY,TRYPTASE
21582-2,STRY,TRYPTASE
21582-2,STRY,TRYPTASE
21582-2,STRY,TRYPTASE
66877-2,STSK,Skin Ab Immunofluoresence
66877-2,STSK,Skin Ab Immunofluoresence
14638-1,STT,RENAL STONE
31201-7,SUGI,Bispot (HIV 1&2)
31201-7,SUGI,Bispot (HIV 1&2)
15374-2,SULP,Sulphonylurea
15374-2,SULP,Sulphonylurea
47391-8,SULU,Sulphonylurea - Urine
LOC_ESO,SUMT,Sum of total nucleotides
11483-5,SVZV,Varicella Zoster DNA
2077-6,SWCL,Sweat Chloride
2077-6,SWCL,Sweat Chloride
2077-6,SWCL,Sweat Chloride
6463-4,SWCN,Culture
6463-4,SWCN,Culture
52966-9,SWCU,Culture
6463-4,SWCU,Culture
6463-4,SWCU,Culture
664-3,SWMI,Microscopy
664-3,SWMI,Microscopy
664-3,SWMI,Microscopy
24110-9,SYGM,Syphilis IgG/M EIA
24110-9,SYGM,Syphilis IgG/M EIA
24110-9,SYPE,Specimen-Type
24110-9,SYPE,Specimen-Type
17728-7,SYPM,SYPHILIS MONITORING
24110-9,SYPR,Syphilis confirmation
41163-7,SYPS,Syphilis PCR
14930-2,T3,Total T3
14930-2,T3,Total T3
14930-2,T3,Total T3
20662-3,T3,Total T3
3052-8,T3R,Reverse T3
14921-1,T4,Total T4
20662-3,T4,Total T4
14921-1,T4,Total T4
14921-1,T4,Total T4
46128-5,TAA,Total Antioxidant Activity
46128-5,TAA,Total Antioxidant Activity
LOC_ESO,TAA,Total Antioxidant Activity
11253-2,TAC,Comment:
11253-2,TACR,Tacrolimus
11253-2,TACR,Tacrolimus
19261-7,TAMP,Urine amphetamines
19261-7,TAMP,Urine amphetamines
19261-7,TAMP,Urine amphetamines
LOC_ESO,TASU,TSH Alpha Subunit
35301-1,TAU,Asialotransferrin
35301-1,TAU,Asialotransferrin
45323-3,TB4R,Quantiferon TBGold Plus result
45323-3,TB4R,Quantiferon TBGold Plus result
45323-3,TB4R,Quantiferon TBGold Plus result
45323-3,TB4R,Quantiferon TBGold Plus result
45323-3,TB4R,Quantiferon TBGold Plus result
45323-3,TB4R,Quantiferon TBGold Plus result
533-0,TBB,TB Blood Culture
676-7,TBBA,Auramine film
45323-3,TBES,Eli-Spot TB
LOC_ESO,TBES,Eli-Spot TB
58931-7,TBF1,TB Fastrack Result :
58931-7,TBF1,TB Fastrack Result :
14973-2,TBF1,TB Fastrack Result :
58931-7,TBFR,Referral laboratory report
3021-3,TBG,Thyroxine Binding Globulin
3021-3,TBG,Thyroxine Binding Globulin
3021-3,TBG,Thyroxine Binding Globulin
656-9,TBN,TB Bar code
656-9,TBN,TB Bar code
656-9,TBN,TB Bar code
656-9,TBN,TB Bar code
656-9,TBN,TB Bar code
38379-4,TBPC,Mycobacterium Tuberculosis PCR
38379-4,TBPC,Mycobacterium Tuberculosis PCR
38379-4,TBPC,Mycobacterium Tuberculosis PCR
38379-4,TBPC,Mycobacterium Tuberculosis PCR
45323-3,TBQ,Quantiferon Assay
45323-3,TBQ,Quantiferon Assay
45323-3,TBQ,Quantiferon Assay
45323-3,TBQ,Quantiferon Assay
58463-1,TBR,CSF Tau/abeta ratio
14288-5,TCAR,Plasma Total Carnitine
16676-9,TCD,C. Diphtheriae
LOC_ESO,TCEI,Trypansoma cruzi Ab (EIA)
LOC_ESO,TCIF,Trypansoma cruzi Ab (IF)
72160-5,TCO,Transcobalamin II
LOC_ESO,TCRG,T cell Receptor Gene
LOC_ESOGEN,TCRG,T cell Receptor Gene
48065-7,TDDI,D-Dimer
48065-7,TDDI,D-Dimer
48065-7,TDDI,D-Dimer
LOC_ESO,TDMT,Therapeutic drug monitoring
47389-2,TDYE,Toxoplasma Dye and Avidity
4043-6,TEIC,Teicoplanin
4043-6,TEIC,Teicoplanin
4043-6,TEIC,Teicoplanin
4043-6,TEIR,Teicoplanin- Refs
57745-2,TESA,Anti Testicular antibody
2991-8,TESF,Free Testosterone
2991-8,TESF,Free Testosterone
14914-6,TESM,Free Testosterone
14913-8,TEST,Testosterone
14913-8,TEST,Testosterone
14913-8,TEST,Testosterone
14913-8,TEST,Testosterone
14913-8,TEST,Testosterone
32775-9,TET,Tetanus antibody
32775-9,TET,Tetanus antibody
26660-1,TFAT,Toxocara antibodies
26660-1,TFAT,Toxocara antibodies
26660-1,TFAT,Toxocara antibodies
2270-7,TFFA,FAECAL FAT (24HR)
33210-6,TFR,TRANSFERRIN RECEPTOR ANALYSIS
14920-3,TFT4,Free Thyroxine
3013-0,TG1,Thyroglobulin (Beckman method)
3013-0,TGA,Thyroglobulin
3013-0,TGA,Thyroglobulin
3013-0,TGA,Thyroglobulin
LOC_ESO,TGHA,Trypansoma gamb Ab (IHA)
34381-4,TGN,Thioguanine Nucleotides
53819-9,TGN,Thioguanine Nucleotides
24111-7,TGON,Gonorrhoeae PCR (Thin Prep)
24111-7,TGON,Gonorrhoeae PCR (Thin Prep)
25173-6,THAL,Thallium - Whole Blood
25173-6,THAL,Thallium - Whole Blood
18282-4,THC,Cannabinoids
626-2,THCU,Throat Swab C&S Report
626-2,THCU,Throat Swab C&S Report
626-2,THCU,Throat Swab C&S Report
626-2,THCU,Throat Swab C&S Report
20646-6,THCY,Plasma Total Homocysteine
16676-9,THDI,Diphtheria culture
16676-9,THDI,Diphtheria culture
14915-3,THEO,Theophylline
14915-3,THEO,Theophylline
14915-3,THEO,Theophylline
3013-0,THG,Thyroglobulin
8099-4,THMA,Thyroid Peroxidase Abs
8099-4,THMA,Thyroid Peroxidase Abs
14362-8,THMI,Microscopy
32309-7,THR,Total/HDL Chol ratio
32309-7,THR,Total/HDL Chol ratio
32309-7,THR,Total/HDL Chol ratio
32309-7,THRF,Total/HDL Chol ratio
3243-3,THRO,Thrombin Time
3243-3,THRO,Thrombin Time
3243-3,THRO,Thrombin Time
14800-7,TIBC,TIBC
14800-7,TIBC,TIBC
14800-7,TIBC,TIBC
14800-7,TIBC,TIBC
14800-7,TIBC,TIBC
607-2,TIPC,IV CANNULA C&S Report:
605-6,TIPC,IV CANNULA C&S Report:
6664-7,TIS2,Gram stain
6664-7,TIS2,Gram stain
6664-7,TIS2,Gram stain
6664-7,TIS2,Gram stain
20474-3,TIS3,Culture & Sensitivity Report
20474-3,TIS3,Culture & Sensitivity Report
20474-3,TIS3,Culture & Sensitivity Report
20474-3,TIS3,Culture & Sensitivity Report
20474-3,TIS4,Comment
20474-3,TIS4,Comment
20474-3,TIS4,Comment
20474-3,TIS5,Culture comment
20474-3,TISO,Total ALP isoenzymes
29901-6,TLRA,HTLV Serology
29901-6,TLVR,Anti-HTLV 1+2
19145-2,TN,Test name
3074-2,TNF,Tumour Necrosis Factor
34146-1,TNPT,CSF Total Neopterin
35670-9,TOB,Tobramycin levels
35670-9,TOB,Tobramycin levels
5387-6,TODT,Toxoplasma dye test
17713-9,TOPI,Topiramate
17713-9,TOPI,Topiramate
17713-9,TOPI,Topiramate
13952-7,TOTC,Anti-HBc (total)
13952-7,TOTC,Anti-HBc (total)
29587-3,TOX,Toxicology (blood and urine)
LOC_ESO,TOXC,Toxoplasma Confirmation
40677-7,TOXG,Toxoplasma IgG abs
5388-4,TOXG,Toxoplasma IgG abs
5388-4,TOXG,Toxoplasma IgG abs
5388-4,TOXG,Toxoplasma IgG abs
5390-0,TOXM,Toxoplasma IgM ab
5390-0,TOXM,Toxoplasma IgM ab
5390-0,TOXM,Toxoplasma IgM ab
5390-0,TOXM,Toxoplasma IgM ab
5390-0,TOXM,Toxoplasma IgM ab
5388-4,TOXO,Toxoplasma Screen
21613-5,TPCR,Chlamydia PCR (Thin-prep)
21613-5,TPCR,Chlamydia PCR (Thin-prep)
41163-7,TPD,Treponema pallidum Spec. PCR
8041-6,TPHA,TPHA
8041-6,TPHA,TPHA
8041-6,TPHT,TPHA test
8041-6,TPHT,TPHA test
53819-9,TPMB,Erythrocyte TPMT
53819-9,TPMB,Erythrocyte TPMT
53819-9,TPMB,Erythrocyte TPMT
53819-9,TPMT,Erythrocyte TPMT
53819-9,TPMT,Erythrocyte TPMT
41163-7,TPNA,Treponema pallidum
41163-7,TPNA,Treponema pallidum
8099-4,TPO,Thyroid Peroxidase (TPO) Abs
8099-4,TPO,Thyroid Peroxidase (TPO) Abs
8099-4,TPO,Thyroid Peroxidase (TPO) Abs
2818-3,TPOR,Random total porphyrin excret.
8041-6,TPPA,TPPA
24110-9,TPPA,TPPA
55295-0,TPRE,Comment
20474-3,TPRE,Comment
55295-0,TPRE,Comment
2889-4,TPX,Protein excretion
5385-0,TRAB,Anti-TSH-receptor antibodies
5385-0,TRAB,Anti-TSH-receptor antibodies
LOC_ESO,TRAC,Whole Blood Mineral screen
22674-6,TRAN,Transferrin
22674-6,TRAN,Transferrin
22674-6,TRAN,Transferrin
22674-6,TRAN,Transferrin
LOC_ESO,TREL,Transferrin Electrophoresis
14927-8,TRI,Triglycerides
14927-8,TRI,Triglycerides
14927-8,TRI,Triglycerides
14927-8,TRI,Triglycerides
26661-9,TRIC,Trichinella serology
26661-9,TRIC,Trichinella serology
14927-8,TRIF,Fasting Triglycerides
14927-8,TRIF,Fasting Triglycerides
14927-8,TRIG,Triglycerides
14927-8,TRIG,Triglycerides
4083-2,TRIM,Trimipramine
10839-9,TROI,Troponin I
10839-9,TROI,Troponin I
79155-8,TRPM,HIV-1 Proviral Tropism
14801-5,TRSA,Transferrin Saturation
14801-5,TRSA,Transferrin Saturation
23533-3,TRYP,Tryptase
21582-2,TRYP,Tryptase
LOC_ESOGEN,TS,Gene Test - Tuberous Sclerosis
14801-5,TSAT,Transferrin Saturation
14801-5,TSAT,Transferrin Saturation
11580-8,TSH,Thyroid Stimulating Hormone
11580-8,TSH,Thyroid Stimulating Hormone
11580-8,TSH,Thyroid Stimulating Hormone
11580-8,TSH,Thyroid Stimulating Hormone
11580-8,TSH,Thyroid Stimulating Hormone
11580-8,TSH,Thyroid Stimulating Hormone
11580-8,TSH2,TSH 20 mins
11580-8,TSH6,TSH 60 mins
11580-8,TSHC,TSH (curve)
5385-0,TSHR,Thyrotropin-Receptor ab
5385-0,TSHR,Thyrotropin-Receptor ab
5385-0,TSI,Thyroid receptor antibodies
5385-0,TSI,Thyroid receptor antibodies
5385-0,TSI,Thyroid receptor antibodies
30248-9,TSR,Transferr. Soluble Receptors
30248-9,TSR,Transferr. Soluble Receptors
3243-3,TT,Tissue Typing
3243-3,TT,Tissue Typing
3243-3,TT,Tissue Typing
3243-3,TT1,Thrombin Time
3243-3,TT1,Thrombin Time
46128-5,TTG,Tissue Transglutaminase IgA
46128-5,TTG,Tissue Transglutaminase IgA
46128-5,TTGA,Tissue Transglutaminase IgA
46128-5,TTGA,Tissue Transglutaminase IgA
32998-7,TTGG,Tissue Transglutaminase IgG
32998-7,TTGG,Tissue Transglutaminase IgG
LOC_ESOGEN,TTN,TTN GENE Mutation
11580-8,TTSH,Thyroid Stimulating Hormone
LOC_ESO,TTV1,Ecarin Ratio
LOC_ESO,TTV2,TVT/Ecarin % correction
LOC_ESO,TTVT,Taipan Venom Time
69937-1,TVN,Trichomonas vaginalis (NAAT)
69937-1,TVP2,Trichomonas vaginalis DNA(PCR)
69937-1,TVP2,Trichomonas vaginalis DNA(PCR)
69937-1,TVP2,Trichomonas vaginalis DNA(PCR)
69937-1,TVPC,Trichomonas vaginalis DNA PCR
69937-1,TVPC,Trichomonas vaginalis DNA PCR
69937-1,TVPC,Trichomonas vaginalis DNA PCR
LOC_ESO,TVT1,"Dilute Phosholipid, patient"
9622-2,TVTK,Vitamin K
16279-2,TXAG,Toxoplasma PCR (CSF)
LOC_ESO,TYPD,Typhoid/Salmonella Antibodies
19764-0,TZ,TZ
19764-0,TZ,TZ
25322-9,U2AR,Urine 24hr Arginine
13966-7,U2C1,Urine 24hr Cystine
25464-9,U2LY,Urine 24hr Lysine
25491-2,U2OR,Urine 24hr Ornithine
6873-4,U3HB,Beta-Hydroxybutyrate
14933-6,UA,Uric Acid
14933-6,UA,Uric Acid
14933-6,UA,Uric Acid
14933-6,UA,Uric Acid
14933-6,UA,Uric Acid
12467-7,UAA,Urine amino acids
12467-7,UAA,Urine amino acids
79346-3,UAAS,URINE AMINO ACID SCREEN
14585-4,UACR,Urate / Creatinine ratio
34385-5,UACR,Urate / Creatinine ratio
34385-5,UACR,Urate / Creatinine ratio
14957-5,UALB,Urine Albumin
14957-5,UALB,Urine Albumin
14957-5,UALB,Urine Albumin
14957-5,UALB,Urine Albumin
22745-4,UALC,Urine Alcohol (medical)
22745-4,UALC,Urine Alcohol (medical)
22745-4,UALC,Urine Alcohol (medical)
14586-2,UALD,ALDOSTERONE (Urine)
15010-2,UALD,ALDOSTERONE (Urine)
19261-7,UAMP,Amphetamines
19261-7,UAMP,Amphetamines
1799-6,UAMY,Amylase /24hrs
1799-6,UAMY,Amylase /24hrs
1799-6,UAMY,Amylase /24hrs
1799-6,UAMY,Amylase /24hrs
27296-3,UARG,Urine Arginine
15115-9,UAS,Urine arsenic
1953-9,UB2M,Urine beta-2-Microglobulin
73722-1,UBA,Urine Bile Acids
73722-1,UBA,Urine Bile Acids
25145-4,UBAC,Bacteria
25145-4,UBAC,Bacteria
73722-1,UBAP,Urine bile acid profile
19270-8,UBAR,Barbiturates
19270-8,UBAR,Barbiturates
19270-8,UBAR,Barbiturates
14316-4,UBEN,Benzodiazepines
14316-4,UBEN,Benzodiazepines
14316-4,UBEN,Benzodiazepines
5818-0,UBGU,Urobilinogen
5818-0,UBGU,Urobilinogen
1977-8,UBIL,Urinary Bilirubin
5770-3,UBIL,Urinary Bilirubin
1977-8,UBIL,Urinary Bilirubin
1977-8,UBIL,Urinary Bilirubin
1977-8,UBIL,Urinary Bilirubin
5770-3,UBIL,Urinary Bilirubin
20409-9,UBLD,Blood
5794-3,UBLD,Blood
20409-9,UBLD,Blood
5794-3,UBLD,Blood
2004-0,UCA,Calcium / 24hrs
14637-3,UCA,Calcium / 24hrs
14637-3,UCA,Calcium / 24hrs
14637-3,UCA,Calcium / 24hrs
14637-3,UCA,Calcium / 24hrs
14854-4,UCA1,"    Norepinephrine"
14854-4,UCA1,"    Norepinephrine"
14854-4,UCA1,"    Norepinephrine"
14712-4,UCA2,"    Epinephrine"
14712-4,UCA2,"    Epinephrine"
14712-4,UCA2,"    Epinephrine"
15059-9,UCA3,"    Dopamine"
15059-9,UCA3,"    Dopamine"
15059-9,UCA3,"    Dopamine"
2004-0,UCA9,Urine calcium
2004-0,UCA9,Urine calcium
2004-0,UCA9,Urine calcium
18282-4,UCAN,Cannabinoids
18282-4,UCAN,Cannabinoids
18282-4,UCAN,Cannabinoids
2004-0,UCAR,Urine Catecholamines (Refs)
24124-0,UCAS,Casts
24124-0,UCAS,Casts
24124-0,UCAS,Casts
24124-0,UCAS,Casts
24124-0,UCAS,Casts
14650-6,UCIT,Urine Citrate
34266-7,UCIT,Urine Citrate
14650-6,UCIT,Urine Citrate
34266-7,UCIT,Urine Citrate
14650-6,UCIT,Urine Citrate
2079-2,UCL,Chloride / 24hrs
2078-4,UCL,Chloride / 24hrs
2079-2,UCL,Chloride / 24hrs
2079-2,UCL,Chloride / 24hrs
2078-4,UCL,Chloride / 24hrs
14314-9,UCOC,Cocaine Metabolites
14314-9,UCOC,Cocaine Metabolites
16197-6,UCOD,"   Codeine"
16197-6,UCOD,"   Codeine"
19360-7,UCOM,Comment
34273-3,UCOP,Urine Copper
32310-5,UCOR,Cortisol (24hr Urine)
15043-3,UCOR,Cortisol (24hr Urine)
14158-0,UCOR,Cortisol (24hr Urine)
14676-1,UCOR,Cortisol (24hr Urine)
40486-3,UCPR,Protein/creatinine ratio
40486-3,UCPR,Protein/creatinine ratio
40486-3,UCPR,Protein/creatinine ratio
40486-3,UCPR,Protein/creatinine ratio
14684-5,UCR,Urine Creatinine
14683-7,UCR,Urine Creatinine
14683-7,UCR,Urine Creatinine
14683-7,UCR,Urine Creatinine
14683-7,UCR,Urine Creatinine
14683-7,UCR,Urine Creatinine
14683-7,UCRE,Creatinine / 24hrs
14684-5,UCRE,Creatinine / 24hrs
14684-5,UCRE,Creatinine / 24hrs
14684-5,UCRE,Creatinine / 24hrs
14683-7,UCRM,Urine Creatinine
14683-7,UCRM,Urine Creatinine
5782-8,UCRY,Crystals
5782-8,UCRY,Crystals
5782-8,UCRY,Crystals
5782-8,UCRY,Crystals
34680-9,UCTH,Urine ceramide trihexosides
630-4,UCU,Isolate
630-4,UCU,Isolate
34273-3,UCUC,Urine Copper
34273-3,UCUC,Urine Copper
34273-3,UCUE,Urine Copper
630-4,UCUL,Urinalysis
14676-1,UCX,Urine cortisol output
26962-1,UCY1,Urine Cystine
30051-7,UCYS,Urine Cystine (24 hour)
2179-0,UCYS,Urine Cystine (24 hour)
16711-4,UCYS,Urine Cystine (24 hour)
16711-4,UCYS,Urine Cystine (24 hour)
2179-0,UCYS,Urine Cystine (24 hour)
16211-5,UDF1,"   Dihydrocodeine"
16211-5,UDF1,"   Dihydrocodeine"
13438-7,UELE,Urine Electrophoresis
13438-7,UEP,Urine Electrophoresis
13438-7,UEP,Urine Electrophoresis
20453-7,UEPI,Epithelial cells
20453-7,UEPI,Epithelial cells
20453-7,UEPI,Epithelial cells
20453-7,UEPI,Epithelial cells
59134-7,UEPN,"   Ephedrine"
38178-0,UFLC,Urine Free Light Chains
68547-9,UG2,Ureaplasma species DNA (PCR)
68547-9,UG2,Ureaplasma species DNA (PCR)
68547-9,UG2,Ureaplasma species DNA (PCR)
32546-4,UG6P,Glucose 6 Phos.Dehydrogenase
32546-4,UG6P,Glucose 6 Phos.Dehydrogenase
55865-0,UGC,Urine glycolate
25106-6,UGCR,U. glycolate:creatinine ratio
73883-1,UGCX,Urine glycolate output
68547-9,UGEN,Ureaplasma DNA PCR
68547-9,UGEN,Ureaplasma DNA PCR
25428-4,UGLU,Glucose
22705-8,UGLU,Glucose
25428-4,UGLU,Glucose
25428-4,UGLU,Glucose
22705-8,UGLU,Glucose
15076-3,UGLX,Urine Glucose
726-0,UHB,Unstable haemoglobin
2106-3,UHCG,Urine hCG
45194-8,UHCG,Urine hCG
14041-8,UHCG,Urine hCG
20409-9,UHEM,Urine blood
2161-8,UHI2,Creatinine
13781-0,UHI3,Methylhistamine / Creat ratio
15009-4,UHIA,Urine 5HIAA
14573-0,UHIA,Urine 5HIAA
14573-0,UHIA,Urine 5HIAA
15009-4,UHIC,Urine 5H1AA Concentration
25971-3,UHIC,Urine 5H1AA Concentration
12714-2,UHIT,Methylhistamine
12714-2,UHIT,Methylhistamine
22753-8,UIBC,UIBC
22753-8,UIBC,UIBC
22753-8,UIBC,UIBC
22753-8,UIBC,UIBC
22753-8,UIBC,UIBC
51001-6,UIOS,Iodide - Urine
51001-6,UIOS,Iodide - Urine
2829-0,UK,Potassium / 24hrs
2828-2,UK,Potassium / 24hrs
2829-0,UK,Potassium / 24hrs
2829-0,UK,Potassium / 24hrs
2829-0,UK,Potassium / 24hrs
2828-2,UK,Potassium / 24hrs
2514-8,UKE,Ketone
2514-8,UKET,"   Ketamine"
2514-8,UKET,"   Ketamine"
2514-8,UKET,"   Ketamine"
2514-8,UKET,"   Ketamine"
27304-5,ULYS,Urine Lysine
11140-1,UMA,"    Metanephrine"
14585-4,UMA,"    Metanephrine"
11140-1,UMA,"    Metanephrine"
14585-4,UMA,"    Metanephrine"
14959-1,UMA,"    Metanephrine"
2598-1,UMAG,Urine magnesium
2598-1,UMAG,Urine magnesium
2598-1,UMAG,Urine magnesium
19555-2,UMAP,"   Methylamphetamine"
42253-5,UMDA,"   M.D.A."
19569-3,UMDM,"   M.D.M.A."
19552-9,UMEH,Methadone
19552-9,UMEH,Methadone
11139-3,UMET,Urinary Metabolic screen
11140-1,UMEX,URINE METANEPHRINES
25954-9,UMG,Urine Magnesium
25954-9,UMG,Urine Magnesium
2599-9,UMG,Urine Magnesium
15083-9,UMM1,"    Metanephrine Total"
40409-5,UMM2,"    3-Methoxytyramine"
11140-1,UMM2,"    3-Methoxytyramine"
32287-5,UMMA,Urine methylmalonic acid
16196-8,UMOR,"   Morphine"
2399-4,UMUC,URINE GLYCOSAMINOGLYCANS
2640-1,UMYO,Urine Myoglobin
2640-1,UMYO,Urine Myoglobin
2640-1,UMYO,Urine Myoglobin
2956-1,UNA,Sodium / 24hrs
2956-1,UNA,Sodium / 24hrs
2955-3,UNA,Sodium / 24hrs
2955-3,UNA,Sodium / 24hrs
2956-1,UNA,Sodium / 24hrs
2956-1,UNA,Sodium / 24hrs
15083-9,UNMA,"    Normetanephrine"
15083-9,UNMA,"    Normetanephrine"
14853-6,UNOR,"   Norephedrine"
33477-1,UOA,Urine organic acids
33477-1,UOA,Urine organic acids
19295-5,UOPI,Opiates
19295-5,UOPI,Opiates
33477-1,UORA,Urine Organic acids
25145-4,UORG,URINE ORGANIC ACIDS
653-6,UORG,URINE ORGANIC ACIDS
33477-1,UORG,URINE ORGANIC ACIDS
27292-2,UORN,Urine Ornithine
2695-5,UOSM,Urine osmolality
2695-5,UOSM,Urine osmolality
2695-5,UOSM,Urine osmolality
14862-7,UOX,Urine oxalate
15086-2,UOX,Urine oxalate
14862-7,UOXX,Urine oxalate output
14881-7,UP,Urine phosphate
13539-2,UP,Urine phosphate
13539-2,UP,Urine phosphate
13539-2,UP,Urine phosphate
2811-8,UPBG,Urine porphobilinogen
2811-8,UPBG,Urine porphobilinogen
13466-8,UPBT,Urine Lead/creatinine ratio
21613-5,UPCR,U. porphyrins:creatinine ratio
13438-7,UPE,Urine Protein Electrophoresis
13438-7,UPE,Urine Protein Electrophoresis
14054-1,UPGD,Prostaglandins Urine
LOC_ESO,UPGD,Prostaglandins Urine
14881-7,UPH,Urine pH (dipstick)
5803-2,UPH,Urine pH (dipstick)
14881-7,UPH,Urine pH (dipstick)
2756-5,UPH,Urine pH (dipstick)
5803-2,UPH1,pH
5803-2,UPH1,pH
5803-2,UPH1,pH
2756-5,UPHM,Urine pH (pH meter)
14881-7,UPHO,Phosphate / 24hrs
14881-7,UPHO,Phosphate / 24hrs
2818-3,UPOR,PORPHYRIN SCREEN (Urine)
2818-3,UPOS,Urine porphyrins screen
20454-5,UPRO,Protein
20454-5,UPRO,Protein
20454-5,UPRO,Protein
20454-5,UPRO,Protein
2889-4,UPRT,Protein / 24hrs
2888-6,UPRT,Protein / 24hrs
2888-6,UPRT,Protein / 24hrs
20454-5,UPRT,Protein / 24hrs
2889-4,UPRT,Protein / 24hrs
14881-7,UPX,Urine phosphate output
